"a2.1","a2.2","a2.3","a2.4","a2.5","a2.6","a2.7","a2.8","a2.9","a2.10","a2.11","a2.12","a2.13","a2.14","a2.15","a2.16","a2.17","a2.18","a2.19","a2.20","a2.21","a2.22","a2.23","a2.24","a2.25","a2.26","a2.27","a2.28","a2.29","a2.30","a2.31","a2.32","a2.33","a2.34","a2.35","a2.36","a2.37","a2.38","a2.39","a2.40","a2.41","a2.42","a2.43","a2.44","a2.45","a2.46","a2.47","a2.48","a2.49","a2.50","a2.51","a2.52","a2.53","a2.54","a2.55","a2.56","a2.57","a2.58","a2.59","a2.60","a2.61","a2.62","a2.63","a2.64","a2.65","a2.66","a2.67","a2.68","a2.69","a2.70","a2.71","a2.72","a2.73","a2.74","a2.75","a2.76","a2.77","a2.78","a2.79","a2.80","a2.81","a2.82","a2.83","a2.84","a2.85","a2.86","a2.87","a2.88","a2.89","a2.90","a2.91","a2.92","a2.93","a2.94","a2.95","a2.96","a2.97","a2.98","a2.99","a2.100","a2.101","a2.102","a2.103","a2.104","a2.105","a2.106","a2.107","a2.108","a2.109","a2.110","a2.111","a2.112","a2.113","a2.114","a2.115","a2.116","a2.117","a2.118","a2.119","a2.120"
"000000","1","bag","1","bag","colorblue","practice","num0","typepractice","singlestim","2","12040","00001010","ed","incorrect","816","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","4","18065","00001030","edm","paicipantresponseblue","correct","864","radio","67","radio","colorred","practice","num0","typepractice","singlestim","6","24140","00001050","edc","paicipantresponsered","correct","452","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","8","29798","00001070","edm","paicipantresponseblue","correct","806","ball","67","ball","colorred","practice","num0","typepractice","singlestim","10","35815","00001090","edc","paicipantresponsered","correct","436","cat","77","cat","colorred","practice","num0","typepractice","singlestim","12","41460","000010110","edm","paicipantresponseblue","incorrect","575","table","77","table","colorblue","practice","num0","typepractice","singlestim","14","47249","000010130","edm","paicipantresponseblue","correct","634","desk","67","desk","colorred","practice","num0","typepractice","singlestim","16","53092","000010150","edc","paicipantresponsered","correct"
"000000","1650","radio","67","radio","colorred","practice","num0","typepractice","singlestim","2","47940","00001010","edc","paicipantresponsered","correct","1297","desk","67","desk","colorred","practice","num0","typepractice","singlestim","4","54447","00001030","edc","paicipantresponsered","correct","1478","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","6","61134","00001050","edm","paicipantresponseblue","correct","1153","cat","67","cat","colorred","practice","num0","typepractice","singlestim","8","67495","00001070","edc","paicipantresponsered","correct","1244","table","77","table","colorblue","practice","num0","typepractice","singlestim","10","73947","00001090","edm","paicipantresponseblue","correct","1112","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","12","80271","000010110","edm","paicipantresponseblue","correct","1017","ball","67","ball","colorred","practice","num0","typepractice","singlestim","14","86495","000010130","edc","paicipantresponsered","correct","872","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","16","92579","000010150","edm","paicipantresponseblue"
"000000","597","desk","67","desk","colorred","practice","num0","typepractice","singlestim","2","36632","00001010","edc","paicipantresponsered","correct","356","table","77","table","colorblue","practice","num0","typepractice","singlestim","4","42195","00001030","edm","paicipantresponseblue","correct","383","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","6","47785","00001050","edm","paicipantresponseblue","correct","435","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","8","53426","00001070","edm","paicipantresponseblue","correct","376","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","10","59009","00001090","edm","paicipantresponseblue","correct","335","ball","67","ball","colorred","practice","num0","typepractice","singlestim","12","64550","000010110","edc","paicipantresponsered","correct","469","cat","67","cat","colorred","practice","num0","typepractice","singlestim","14","70226","000010130","edc","paicipantresponsered","correct","370","radio","67","radio","colorred","practice","num0","typepractice","singlestim","16","75802","000010150","edc","paicipantresponsered"
"000000","635","desk","67","desk","colorred","practice","num0","typepractice","singlestim","2","33186","00001010","edc","paicipantresponsered","correct","473","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","4","38862","00001030","edm","paicipantresponseblue","correct","333","ball","67","ball","colorred","practice","num0","typepractice","singlestim","6","44400","00001050","edc","paicipantresponsered","correct","287","table","77","table","colorblue","practice","num0","typepractice","singlestim","8","49890","00001070","edm","paicipantresponseblue","correct","496","cat","67","cat","colorred","practice","num0","typepractice","singlestim","10","55590","00001090","edc","paicipantresponsered","correct","364","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","12","61158","000010110","edm","paicipantresponseblue","correct","421","radio","67","radio","colorred","practice","num0","typepractice","singlestim","14","66784","000010130","edc","paicipantresponsered","correct","490","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","16","72475","000010150","edm","paicipantresponseblue"
"000000","1620","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","2","7770297","00001010","edm","paicipantresponseblue","correct","560","radio","67","radio","colorred","practice","num0","typepractice","singlestim","4","7776071","00001030","edc","paicipantresponsered","correct","775","ball","67","ball","colorred","practice","num0","typepractice","singlestim","6","7782054","00001050","edc","paicipantresponsered","correct","684","table","77","table","colorblue","practice","num0","typepractice","singlestim","8","7787948","00001070","edm","paicipantresponseblue","correct","538","cat","67","cat","colorred","practice","num0","typepractice","singlestim","10","7793699","00001090","edc","paicipantresponsered","correct","636","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","12","7799549","000010110","edm","paicipantresponseblue","correct","586","desk","67","desk","colorred","practice","num0","typepractice","singlestim","14","7805344","000010130","edc","paicipantresponsered","correct","498","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","16","7811050","000010150","edm","paicipantresponseblue"
"000000","751","radio","77","radio","colorred","practice","num0","typepractice","singlestim","2","11059","00001010","edm","paicipantresponseblue","incorrect","445","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","4","16718","00001030","edm","paicipantresponseblue","correct","767","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","6","22699","00001050","edm","paicipantresponseblue","correct","611","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","8","28521","00001070","edm","paicipantresponseblue","correct","613","desk","67","desk","colorred","practice","num0","typepractice","singlestim","10","34349","00001090","edc","paicipantresponsered","correct","916","table","77","table","colorblue","practice","num0","typepractice","singlestim","12","40478","000010110","edm","paicipantresponseblue","correct","631","cat","67","cat","colorred","practice","num0","typepractice","singlestim","14","46322","000010130","edc","paicipantresponsered","correct","451","ball","67","ball","colorred","practice","num0","typepractice","singlestim","16","51987","000010150","edc","paicipantresponsered"
"000000","1286","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","2","105782","00001010","edm","paicipantresponseblue","correct","719","ball","67","ball","colorred","practice","num0","typepractice","singlestim","4","111713","00001030","edc","paicipantresponsered","correct","775","table","77","table","colorblue","practice","num0","typepractice","singlestim","6","117701","00001050","edm","paicipantresponseblue","correct","610","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","8","123522","00001070","edm","paicipantresponseblue","correct","817","radio","67","radio","colorred","practice","num0","typepractice","singlestim","10","129550","00001090","edc","paicipantresponsered","correct","751","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","12","135512","000010110","edm","paicipantresponseblue","correct","1197","desk","67","desk","colorred","practice","num0","typepractice","singlestim","14","141920","000010130","edc","paicipantresponsered","correct","1076","cat","67","cat","colorred","practice","num0","typepractice","singlestim","16","148212","000010150","edc","paicipantresponsered"
"000000","661","cat","67","cat","colorred","practice","num0","typepractice","singlestim","2","44248","00001010","edc","paicipantresponsered","correct","421","table","77","table","colorblue","practice","num0","typepractice","singlestim","4","49882","00001030","edm","paicipantresponseblue","correct","452","desk","67","desk","colorred","practice","num0","typepractice","singlestim","6","55543","00001050","edc","paicipantresponsered","correct","456","ball","67","ball","colorred","practice","num0","typepractice","singlestim","8","61210","00001070","edc","paicipantresponsered","correct","425","radio","67","radio","colorred","practice","num0","typepractice","singlestim","10","66848","00001090","edc","paicipantresponsered","correct","394","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","12","72454","000010110","edm","paicipantresponseblue","correct","437","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","14","78104","000010130","edm","paicipantresponseblue","correct","456","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","16","83772","000010150","edm","paicipantresponseblue"
"000000","819","table","77","table","colorblue","practice","num0","typepractice","singlestim","2","8711","00001010","edm","paicipantresponseblue","correct","485","ball","67","ball","colorred","practice","num0","typepractice","singlestim","4","14399","00001030","edc","paicipantresponsered","correct","469","cat","67","cat","colorred","practice","num0","typepractice","singlestim","6","20070","00001050","edc","paicipantresponsered","correct","561","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","8","25838","00001070","edm","paicipantresponseblue","correct","572","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","10","31614","00001090","edm","paicipantresponseblue","correct","638","radio","67","radio","colorred","practice","num0","typepractice","singlestim","12","37454","000010110","edc","paicipantresponsered","correct","564","bag","67","bag","colorblue","practice","num0","typepractice","singlestim","14","43221","000010130","edc","paicipantresponsered","incorrect","597","desk","67","desk","colorred","practice","num0","typepractice","singlestim","16","49021","000010150","edc","paicipantresponsered"
"000000","632","desk","67","desk","colorred","practice","num0","typepractice","singlestim","2","54086","00001010","edc","paicipantresponsered","correct","540","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","4","59832","00001030","edm","paicipantresponseblue","correct","458","cat","67","cat","colorred","practice","num0","typepractice","singlestim","6","65494","00001050","edc","paicipantresponsered","correct","784","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","8","71482","00001070","edm","paicipantresponseblue","correct","926","ball","67","ball","colorred","practice","num0","typepractice","singlestim","10","77612","00001090","edc","paicipantresponsered","correct","440","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","12","83258","000010110","edm","paicipantresponseblue","correct","426","radio","67","radio","colorred","practice","num0","typepractice","singlestim","14","88888","000010130","edc","paicipantresponsered","correct","530","table","77","table","colorblue","practice","num0","typepractice","singlestim","16","94620","000010150","edm","paicipantresponseblue"
"000000","696","cat","67","cat","colorred","practice","num0","typepractice","singlestim","2","45578","00001010","edc","paicipantresponsered","correct","410","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","4","51195","00001030","edm","paicipantresponseblue","correct","586","desk","67","desk","colorred","practice","num0","typepractice","singlestim","6","56987","00001050","edc","paicipantresponsered","correct","386","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","8","62579","00001070","edm","paicipantresponseblue","correct","422","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","10","68207","00001090","edm","paicipantresponseblue","correct","432","table","77","table","colorblue","practice","num0","typepractice","singlestim","12","73847","000010110","edm","paicipantresponseblue","correct","342","radio","67","radio","colorred","practice","num0","typepractice","singlestim","14","79395","000010130","edc","paicipantresponsered","correct","415","ball","67","ball","colorred","practice","num0","typepractice","singlestim","16","85015","000010150","edc","paicipantresponsered"
"000000","578","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","2","32444","00001010","edm","paicipantresponseblue","correct","364","cat","67","cat","colorred","practice","num0","typepractice","singlestim","4","38013","00001030","edc","paicipantresponsered","correct","431","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","6","43649","00001050","edm","paicipantresponseblue","correct","483","radio","67","radio","colorred","practice","num0","typepractice","singlestim","8","49337","00001070","edc","paicipantresponsered","correct","469","ball","67","ball","colorred","practice","num0","typepractice","singlestim","10","55013","00001090","edc","paicipantresponsered","correct","423","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","12","60642","000010110","edm","paicipantresponseblue","correct","475","desk","67","desk","colorred","practice","num0","typepractice","singlestim","14","66324","000010130","edc","paicipantresponsered","correct","451","table","77","table","colorblue","practice","num0","typepractice","singlestim","16","71981","000010150","edm","paicipantresponseblue"
"000000","357","cat","67","cat","colorred","practice","num0","typepractice","singlestim","2","7524","00001010","edc","paicipantresponsered","correct","313","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","4","13044","00001030","edm","paicipantresponseblue","correct","334","ball","67","ball","colorred","practice","num0","typepractice","singlestim","6","18582","00001050","edc","paicipantresponsered","correct","360","radio","67","radio","colorred","practice","num0","typepractice","singlestim","8","24145","00001070","edc","paicipantresponsered","correct","415","desk","67","desk","colorred","practice","num0","typepractice","singlestim","10","29766","00001090","edc","paicipantresponsered","correct","374","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","12","35345","000010110","edm","paicipantresponseblue","correct","365","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","14","40915","000010130","edm","paicipantresponseblue","correct","393","table","77","table","colorblue","practice","num0","typepractice","singlestim","16","46513","000010150","edm","paicipantresponseblue"
"000000","681","table","77","table","colorblue","practice","num0","typepractice","singlestim","2","9703","00001010","edm","paicipantresponseblue","correct","706","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","4","15613","00001030","edm","paicipantresponseblue","correct","466","cat","67","cat","colorred","practice","num0","typepractice","singlestim","6","21282","00001050","edc","paicipantresponsered","correct","436","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","8","26923","00001070","edm","paicipantresponseblue","correct","619","ball","67","ball","colorred","practice","num0","typepractice","singlestim","10","32747","00001090","edc","paicipantresponsered","correct","465","desk","67","desk","colorred","practice","num0","typepractice","singlestim","12","38417","000010110","edc","paicipantresponsered","correct","522","radio","67","radio","colorred","practice","num0","typepractice","singlestim","14","44143","000010130","edc","paicipantresponsered","correct","334","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","16","49682","000010150","edm","paicipantresponseblue"
"000000","583","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","2","27615","00001010","edm","paicipantresponseblue","correct","506","ball","67","ball","colorred","practice","num0","typepractice","singlestim","4","33331","00001030","edc","paicipantresponsered","correct","547","desk","67","desk","colorred","practice","num0","typepractice","singlestim","6","39088","00001050","edc","paicipantresponsered","correct","804","cat","67","cat","colorred","practice","num0","typepractice","singlestim","8","45102","00001070","edc","paicipantresponsered","correct","486","table","77","table","colorblue","practice","num0","typepractice","singlestim","10","50797","00001090","edm","paicipantresponseblue","correct","727","radio","67","radio","colorred","practice","num0","typepractice","singlestim","12","56733","000010110","edc","paicipantresponsered","correct","523","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","14","62466","000010130","edm","paicipantresponseblue","correct","456","tape","67","tape","colorblue","practice","num0","typepractice","singlestim","16","68133","000010150","edc","paicipantresponsered"
"000000","557","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","2","33826","00001010","edm","paicipantresponseblue","correct","361","desk","67","desk","colorred","practice","num0","typepractice","singlestim","4","39398","00001030","edc","paicipantresponsered","correct","802","ball","67","ball","colorred","practice","num0","typepractice","singlestim","6","45406","00001050","edc","paicipantresponsered","correct","912","table","77","table","colorblue","practice","num0","typepractice","singlestim","8","51532","00001070","edm","paicipantresponseblue","correct","719","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","10","57458","00001090","edm","paicipantresponseblue","correct","558","cat","67","cat","colorred","practice","num0","typepractice","singlestim","12","63227","000010110","edc","paicipantresponsered","correct","470","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","14","68908","000010130","edm","paicipantresponseblue","correct","800","radio","67","radio","colorred","practice","num0","typepractice","singlestim","16","74916","000010150","edc","paicipantresponsered"
"000000","1032","radio","67","radio","colorred","practice","num0","typepractice","singlestim","2","14824","00001010","edc","paicipantresponsered","correct","512","table","77","table","colorblue","practice","num0","typepractice","singlestim","4","20542","00001030","edm","paicipantresponseblue","correct","661","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","6","26408","00001050","edm","paicipantresponseblue","correct","352","ball","67","ball","colorred","practice","num0","typepractice","singlestim","8","31972","00001070","edc","paicipantresponsered","correct","579","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","10","37759","00001090","edm","paicipantresponseblue","correct","460","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","12","43424","000010110","edm","paicipantresponseblue","correct","496","cat","67","cat","colorred","practice","num0","typepractice","singlestim","14","49127","000010130","edc","paicipantresponsered","correct","499","desk","67","desk","colorred","practice","num0","typepractice","singlestim","16","54830","000010150","edc","paicipantresponsered"
"000000","1371","table","77","table","colorblue","practice","num0","typepractice","singlestim","2","25646","00001010","edm","paicipantresponseblue","correct","813","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","4","31671","00001030","edm","paicipantresponseblue","correct","724","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","6","37607","00001050","edm","paicipantresponseblue","correct","595","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","8","43415","00001070","edm","paicipantresponseblue","correct","623","desk","67","desk","colorred","practice","num0","typepractice","singlestim","10","49246","00001090","edc","paicipantresponsered","correct","622","radio","67","radio","colorred","practice","num0","typepractice","singlestim","12","55078","000010110","edc","paicipantresponsered","correct","461","cat","67","cat","colorred","practice","num0","typepractice","singlestim","14","60750","000010130","edc","paicipantresponsered","correct","487","ball","67","ball","colorred","practice","num0","typepractice","singlestim","16","66447","000010150","edc","paicipantresponsered"
"000000","670","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","2","28121","00001010","edm","paicipantresponseblue","correct","549","radio","67","radio","colorred","practice","num0","typepractice","singlestim","4","33876","00001030","edc","paicipantresponsered","correct","662","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","6","39742","00001050","edm","paicipantresponseblue","correct","562","desk","77","desk","colorred","practice","num0","typepractice","singlestim","8","45508","00001070","edm","paicipantresponseblue","incorrect","965","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","10","51678","00001090","edm","paicipantresponseblue","correct","741","ball","67","ball","colorred","practice","num0","typepractice","singlestim","12","57623","000010110","edc","paicipantresponsered","correct","566","table","77","table","colorblue","practice","num0","typepractice","singlestim","14","63394","000010130","edm","paicipantresponseblue","correct","320","cat","67","cat","colorred","practice","num0","typepractice","singlestim","16","68919","000010150","edc","paicipantresponsered"
"000000","512","table","77","table","colorblue","practice","num0","typepractice","singlestim","2","9465","00001010","edm","paicipantresponseblue","correct","465","desk","67","desk","colorred","practice","num0","typepractice","singlestim","4","15137","00001030","edc","paicipantresponsered","correct","482","radio","67","radio","colorred","practice","num0","typepractice","singlestim","6","20826","00001050","edc","paicipantresponsered","correct","311","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","8","26345","00001070","edm","paicipantresponseblue","correct","529","ball","67","ball","colorred","practice","num0","typepractice","singlestim","10","32081","00001090","edc","paicipantresponsered","correct","426","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","12","37713","000010110","edm","paicipantresponseblue","correct","779","tape","67","tape","colorblue","practice","num0","typepractice","singlestim","14","43698","000010130","edc","paicipantresponsered","incorrect","566","cat","67","cat","colorred","practice","num0","typepractice","singlestim","16","49472","000010150","edc","paicipantresponsered"
"000000","894","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","2","32378","00001010","edm","paicipantresponseblue","correct","505","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","4","38098","00001030","edm","paicipantresponseblue","correct","361","radio","67","radio","colorred","practice","num0","typepractice","singlestim","6","43671","00001050","edc","paicipantresponsered","correct","322","desk","67","desk","colorred","practice","num0","typepractice","singlestim","8","49203","00001070","edc","paicipantresponsered","correct","436","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","10","54855","00001090","edm","paicipantresponseblue","correct","343","cat","67","cat","colorred","practice","num0","typepractice","singlestim","12","60407","000010110","edc","paicipantresponsered","correct","356","table","77","table","colorblue","practice","num0","typepractice","singlestim","14","65976","000010130","edm","paicipantresponseblue","correct","344","ball","67","ball","colorred","practice","num0","typepractice","singlestim","16","71530","000010150","edc","paicipantresponsered"
"000000","1125","ball","67","ball","colorred","practice","num0","typepractice","singlestim","2","13752","00001010","edc","paicipantresponsered","correct","711","desk","67","desk","colorred","practice","num0","typepractice","singlestim","4","19671","00001030","edc","paicipantresponsered","correct","411","radio","67","radio","colorred","practice","num0","typepractice","singlestim","6","25288","00001050","edc","paicipantresponsered","correct","346","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","8","30839","00001070","edm","paicipantresponseblue","correct","418","cat","67","cat","colorred","practice","num0","typepractice","singlestim","10","36464","00001090","edc","paicipantresponsered","correct","666","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","12","42334","000010110","edm","paicipantresponseblue","correct","404","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","14","47943","000010130","edm","paicipantresponseblue","correct","425","table","77","table","colorblue","practice","num0","typepractice","singlestim","16","53575","000010150","edm","paicipantresponseblue"
"000000","800","desk","67","desk","colorred","practice","num0","typepractice","singlestim","2","47653","00001010","edc","paicipantresponsered","correct","461","radio","67","radio","colorred","practice","num0","typepractice","singlestim","4","53327","00001030","edc","paicipantresponsered","correct","347","table","77","table","colorblue","practice","num0","typepractice","singlestim","6","58883","00001050","edm","paicipantresponseblue","correct","393","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","8","64489","00001070","edm","paicipantresponseblue","correct","375","ball","67","ball","colorred","practice","num0","typepractice","singlestim","10","70072","00001090","edc","paicipantresponsered","correct","432","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","12","75712","000010110","edm","paicipantresponseblue","correct","459","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","14","81383","000010130","edm","paicipantresponseblue","correct","405","cat","67","cat","colorred","practice","num0","typepractice","singlestim","16","86997","000010150","edc","paicipantresponsered"
"000000","860","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","2","19713","00001010","edm","paicipantresponseblue","correct","698","desk","67","desk","colorred","practice","num0","typepractice","singlestim","4","25617","00001030","edc","paicipantresponsered","correct","426","radio","67","radio","colorred","practice","num0","typepractice","singlestim","6","31248","00001050","edc","paicipantresponsered","correct","610","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","8","37065","00001070","edm","paicipantresponseblue","correct","610","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","10","42883","00001090","edm","paicipantresponseblue","correct","562","cat","67","cat","colorred","practice","num0","typepractice","singlestim","12","48652","000010110","edc","paicipantresponsered","correct","362","table","77","table","colorblue","practice","num0","typepractice","singlestim","14","54221","000010130","edm","paicipantresponseblue","correct","434","ball","67","ball","colorred","practice","num0","typepractice","singlestim","16","59861","000010150","edc","paicipantresponsered"
"000000","636","desk","67","desk","colorred","practice","num0","typepractice","singlestim","2","12973","00001010","edc","paicipantresponsered","correct","568","ball","67","ball","colorred","practice","num0","typepractice","singlestim","4","18750","00001030","edc","paicipantresponsered","correct","549","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","6","24506","00001050","edm","paicipantresponseblue","correct","613","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","8","30329","00001070","edm","paicipantresponseblue","correct","450","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","10","35988","00001090","edm","paicipantresponseblue","correct","459","table","77","table","colorblue","practice","num0","typepractice","singlestim","12","41658","000010110","edm","paicipantresponseblue","correct","764","cat","67","cat","colorred","practice","num0","typepractice","singlestim","14","47633","000010130","edc","paicipantresponsered","correct","378","radio","67","radio","colorred","practice","num0","typepractice","singlestim","16","53219","000010150","edc","paicipantresponsered"
"000000","1385","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","2","45264","00001010","edm","paicipantresponseblue","correct","604","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","4","51074","00001030","edm","paicipantresponseblue","correct","483","desk","67","desk","colorred","practice","num0","typepractice","singlestim","6","56764","00001050","edc","paicipantresponsered","correct","591","cat","67","cat","colorred","practice","num0","typepractice","singlestim","8","62561","00001070","edc","paicipantresponsered","correct","593","radio","67","radio","colorred","practice","num0","typepractice","singlestim","10","68359","00001090","edc","paicipantresponsered","correct","560","ball","67","ball","colorred","practice","num0","typepractice","singlestim","12","74125","000010110","edc","paicipantresponsered","correct","513","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","14","79845","000010130","edm","paicipantresponseblue","correct","839","table","77","table","colorblue","practice","num0","typepractice","singlestim","16","85893","000010150","edm","paicipantresponseblue"
"000000","1053","radio","67","radio","colorred","practice","num0","typepractice","singlestim","2","24134","00001010","edc","paicipantresponsered","correct","709","cat","67","cat","colorred","practice","num0","typepractice","singlestim","4","30058","00001030","edc","paicipantresponsered","correct","1085","table","77","table","colorblue","practice","num0","typepractice","singlestim","6","36353","00001050","edm","paicipantresponseblue","correct","1378","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","8","42947","00001070","edm","paicipantresponseblue","correct","1353","desk","67","desk","colorred","practice","num0","typepractice","singlestim","10","49512","00001090","edc","paicipantresponsered","correct","656","ball","67","ball","colorred","practice","num0","typepractice","singlestim","12","55378","000010110","edc","paicipantresponsered","correct","1688","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","14","62279","000010130","edm","paicipantresponseblue","correct","1054","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","16","68547","000010150","edm","paicipantresponseblue"
"000000","493","ball","67","ball","colorred","practice","num0","typepractice","singlestim","2","22917","00001010","edc","paicipantresponsered","correct","312","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","4","28452","00001030","edm","paicipantresponseblue","correct","340","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","6","34003","00001050","edm","paicipantresponseblue","correct","277","radio","67","radio","colorred","practice","num0","typepractice","singlestim","8","39487","00001070","edc","paicipantresponsered","correct","347","table","77","table","colorblue","practice","num0","typepractice","singlestim","10","45040","00001090","edm","paicipantresponseblue","correct","409","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","12","50660","000010110","edm","paicipantresponseblue","correct","327","desk","67","desk","colorred","practice","num0","typepractice","singlestim","14","56193","000010130","edc","paicipantresponsered","correct","363","cat","67","cat","colorred","practice","num0","typepractice","singlestim","16","61764","000010150","edc","paicipantresponsered"
"000000","589","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","2","72243","00001010","edm","paicipantresponseblue","correct","446","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","4","77899","00001030","edm","paicipantresponseblue","correct","327","desk","67","desk","colorred","practice","num0","typepractice","singlestim","6","83438","00001050","edc","paicipantresponsered","correct","387","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","8","89039","00001070","edm","paicipantresponseblue","correct","339","radio","67","radio","colorred","practice","num0","typepractice","singlestim","10","94589","00001090","edc","paicipantresponsered","correct","393","cat","67","cat","colorred","practice","num0","typepractice","singlestim","12","100191","000010110","edc","paicipantresponsered","correct","422","ball","67","ball","colorred","practice","num0","typepractice","singlestim","14","105819","000010130","edc","paicipantresponsered","correct","302","table","77","table","colorblue","practice","num0","typepractice","singlestim","16","111329","000010150","edm","paicipantresponseblue"
"000000","1025","cat","67","cat","colorred","practice","num0","typepractice","singlestim","2","57271","00001010","edc","paicipantresponsered","correct","497","ball","67","ball","colorred","practice","num0","typepractice","singlestim","4","62972","00001030","edc","paicipantresponsered","correct","436","radio","67","radio","colorred","practice","num0","typepractice","singlestim","6","68614","00001050","edc","paicipantresponsered","correct","377","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","8","74197","00001070","edm","paicipantresponseblue","correct","376","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","10","79780","00001090","edm","paicipantresponseblue","correct","361","table","77","table","colorblue","practice","num0","typepractice","singlestim","12","85348","000010110","edm","paicipantresponseblue","correct","380","desk","67","desk","colorred","practice","num0","typepractice","singlestim","14","90935","000010130","edc","paicipantresponsered","correct","541","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","16","96682","000010150","edm","paicipantresponseblue"
