esid,ctrl.n,ctrl.sd,ctrl.m,population.x,basicsleepcon.x,metaid.x,basicSTB.x,treat.n,treat.sd,treat.m,population.y,basicsleepcon.y,metaid.y,basicSTB.y,type
78,NA,NA,NA,Adult,Total sleep time,183,Suicidality,,NA,NA,Adult,Total sleep time,183,Suicidality,suic
78,NA,NA,NA,Adult,Total sleep time,183,Suicidality,NA,NA,NA,Adult,Total sleep time,183,Suicidality,othergrp
79,NA,NA,NA,Adult,Sleep variability,183,Suicidality,NA,NA,NA,Adult,Sleep variability,183,Suicidality,case
79,NA,NA,NA,Adult,Sleep variability,183,Suicidality,NA,NA,NA,Adult,Sleep variability,183,Suicidality,othergrp
79,NA,NA,NA,Adult,Sleep variability,183,Suicidality,,NA,NA,Adult,Sleep variability,183,Suicidality,suic
80,267400,NA,NA,Adult,Sleep disorder,171,SD,NA,NA,NA,Adult,Sleep disorder,171,SD,othergrp
80,267400,NA,NA,Adult,Sleep disorder,171,SD,,NA,NA,Adult,Sleep disorder,171,SD,suic
80,267400,NA,NA,Adult,Sleep disorder,171,SD,2674,NA,NA,Adult,Sleep disorder,171,SD,case
81,NA,NA,NA,Adolescent,Insomnia,166,SI,239,NA,NA,Adolescent,Insomnia,166,SI,suic
81,NA,NA,NA,Adolescent,Insomnia,166,SI,NA,NA,NA,Adolescent,Insomnia,166,SI,case
81,NA,NA,NA,Adolescent,Insomnia,166,SI,NA,NA,NA,Adolescent,Insomnia,166,SI,othergrp
82,NA,NA,NA,Adolescent,Insomnia,166,SP,65,NA,NA,Adolescent,Insomnia,166,SP,suic
82,NA,NA,NA,Adolescent,Insomnia,166,SP,NA,NA,NA,Adolescent,Insomnia,166,SP,othergrp
82,NA,NA,NA,Adolescent,Insomnia,166,SP,NA,NA,NA,Adolescent,Insomnia,166,SP,case
83,NA,NA,NA,Adolescent,Insomnia,166,SA,NA,NA,NA,Adolescent,Insomnia,166,SA,othergrp
83,NA,NA,NA,Adolescent,Insomnia,166,SA,NA,NA,NA,Adolescent,Insomnia,166,SA,case
83,NA,NA,NA,Adolescent,Insomnia,166,SA,62,NA,NA,Adolescent,Insomnia,166,SA,suic
84,NA,NA,NA,Adolescent,Insomnia,166,SI,NA,NA,NA,Adolescent,Insomnia,166,SI,othergrp
84,NA,NA,NA,Adolescent,Insomnia,166,SI,NA,NA,NA,Adolescent,Insomnia,166,SI,case
84,NA,NA,NA,Adolescent,Insomnia,166,SI,179,NA,NA,Adolescent,Insomnia,166,SI,suic
85,NA,NA,NA,Adolescent,Insomnia,166,SP,NA,NA,NA,Adolescent,Insomnia,166,SP,case
85,NA,NA,NA,Adolescent,Insomnia,166,SP,50,NA,NA,Adolescent,Insomnia,166,SP,suic
85,NA,NA,NA,Adolescent,Insomnia,166,SP,NA,NA,NA,Adolescent,Insomnia,166,SP,othergrp
86,NA,NA,NA,Adolescent,Insomnia,166,SA,52,NA,NA,Adolescent,Insomnia,166,SA,suic
86,NA,NA,NA,Adolescent,Insomnia,166,SA,NA,NA,NA,Adolescent,Insomnia,166,SA,othergrp
86,NA,NA,NA,Adolescent,Insomnia,166,SA,NA,NA,NA,Adolescent,Insomnia,166,SA,case
87,NA,NA,NA,Adolescent,Insomnia,166,SI,NA,NA,NA,Adolescent,Insomnia,166,SI,othergrp
87,NA,NA,NA,Adolescent,Insomnia,166,SI,NA,NA,NA,Adolescent,Insomnia,166,SI,case
87,NA,NA,NA,Adolescent,Insomnia,166,SI,164,NA,NA,Adolescent,Insomnia,166,SI,suic
88,NA,NA,NA,Adolescent,Insomnia,166,SP,NA,NA,NA,Adolescent,Insomnia,166,SP,othergrp
88,NA,NA,NA,Adolescent,Insomnia,166,SP,NA,NA,NA,Adolescent,Insomnia,166,SP,case
88,NA,NA,NA,Adolescent,Insomnia,166,SP,50,NA,NA,Adolescent,Insomnia,166,SP,suic
89,NA,NA,NA,Adolescent,Insomnia,166,SA,NA,NA,NA,Adolescent,Insomnia,166,SA,case
89,NA,NA,NA,Adolescent,Insomnia,166,SA,NA,NA,NA,Adolescent,Insomnia,166,SA,othergrp
89,NA,NA,NA,Adolescent,Insomnia,166,SA,46,NA,NA,Adolescent,Insomnia,166,SA,suic
90,NA,NA,NA,Adolescent,Insomnia,166,SI,,NA,NA,Adolescent,Insomnia,166,SI,suic
90,NA,NA,NA,Adolescent,Insomnia,166,SI,NA,NA,NA,Adolescent,Insomnia,166,SI,case
90,NA,NA,NA,Adolescent,Insomnia,166,SI,NA,NA,NA,Adolescent,Insomnia,166,SI,othergrp
91,NA,NA,NA,Adolescent,Insomnia,166,SP,NA,NA,NA,Adolescent,Insomnia,166,SP,othergrp
91,NA,NA,NA,Adolescent,Insomnia,166,SP,,NA,NA,Adolescent,Insomnia,166,SP,suic
91,NA,NA,NA,Adolescent,Insomnia,166,SP,NA,NA,NA,Adolescent,Insomnia,166,SP,case
92,NA,NA,NA,Adolescent,Insomnia,166,SA,NA,NA,NA,Adolescent,Insomnia,166,SA,othergrp
92,NA,NA,NA,Adolescent,Insomnia,166,SA,,NA,NA,Adolescent,Insomnia,166,SA,suic
92,NA,NA,NA,Adolescent,Insomnia,166,SA,NA,NA,NA,Adolescent,Insomnia,166,SA,case
93,NA,NA,NA,Adult,Sleep quality,157,Suicidality,NA,NA,NA,Adult,Sleep quality,157,Suicidality,case
93,NA,NA,NA,Adult,Sleep quality,157,Suicidality,NA,NA,NA,Adult,Sleep quality,157,Suicidality,othergrp
93,NA,NA,NA,Adult,Sleep quality,157,Suicidality,,NA,NA,Adult,Sleep quality,157,Suicidality,suic
94,799,3.02,5.78,Adult,Sleep quality,156,SI,,NA,NA,Adult,Sleep quality,156,SI,suic
94,799,3.02,5.78,Adult,Sleep quality,156,SI,NA,NA,NA,Adult,Sleep quality,156,SI,othergrp
94,799,3.02,5.78,Adult,Sleep quality,156,SI,60,2.98,7.73,Adult,Sleep quality,156,SI,case
95,NA,NA,NA,Adult,No nightmares,152,SD,73,NA,NA,Adult,No nightmares,152,SD,suic
95,NA,NA,NA,Adult,No nightmares,152,SD,NA,NA,NA,Adult,No nightmares,152,SD,othergrp
95,NA,NA,NA,Adult,No nightmares,152,SD,NA,NA,NA,Adult,No nightmares,152,SD,case
96,NA,NA,NA,Adult,Nightmares,152,SD,73,NA,NA,Adult,Nightmares,152,SD,suic
96,NA,NA,NA,Adult,Nightmares,152,SD,NA,NA,NA,Adult,Nightmares,152,SD,othergrp
96,NA,NA,NA,Adult,Nightmares,152,SD,NA,NA,NA,Adult,Nightmares,152,SD,case
97,NA,NA,NA,Adult,Nightmares,152,SD,NA,NA,NA,Adult,Nightmares,152,SD,othergrp
97,NA,NA,NA,Adult,Nightmares,152,SD,NA,NA,NA,Adult,Nightmares,152,SD,case
97,NA,NA,NA,Adult,Nightmares,152,SD,13,NA,NA,Adult,Nightmares,152,SD,suic
98,NA,NA,NA,Adolescent Adult,Sleep disturbance,151,SA,NA,NA,NA,Adolescent Adult,Sleep disturbance,151,SA,othergrp
98,NA,NA,NA,Adolescent Adult,Sleep disturbance,151,SA,27,NA,NA,Adolescent Adult,Sleep disturbance,151,SA,suic
98,NA,NA,NA,Adolescent Adult,Sleep disturbance,151,SA,NA,NA,NA,Adolescent Adult,Sleep disturbance,151,SA,case
99,416,NA,NA,Adolescent Adult,Insomnia,149,SD,,NA,NA,Adolescent Adult,Insomnia,149,SD,suic
99,416,NA,NA,Adolescent Adult,Insomnia,149,SD,NA,NA,NA,Adolescent Adult,Insomnia,149,SD,othergrp
99,416,NA,NA,Adolescent Adult,Insomnia,149,SD,388,NA,NA,Adolescent Adult,Insomnia,149,SD,case
100,416,NA,NA,Adolescent Adult,Insomnia,149,SD,NA,NA,NA,Adolescent Adult,Insomnia,149,SD,othergrp
100,416,NA,NA,Adolescent Adult,Insomnia,149,SD,388,NA,NA,Adolescent Adult,Insomnia,149,SD,case
100,416,NA,NA,Adolescent Adult,Insomnia,149,SD,,NA,NA,Adolescent Adult,Insomnia,149,SD,suic
101,416,NA,NA,Adolescent Adult,Insomnia,149,SD,NA,NA,NA,Adolescent Adult,Insomnia,149,SD,othergrp
101,416,NA,NA,Adolescent Adult,Insomnia,149,SD,388,NA,NA,Adolescent Adult,Insomnia,149,SD,case
101,416,NA,NA,Adolescent Adult,Insomnia,149,SD,,NA,NA,Adolescent Adult,Insomnia,149,SD,suic
102,416,NA,NA,Adolescent Adult,Insomnia,149,SD,NA,NA,NA,Adolescent Adult,Insomnia,149,SD,othergrp
102,416,NA,NA,Adolescent Adult,Insomnia,149,SD,388,NA,NA,Adolescent Adult,Insomnia,149,SD,case
102,416,NA,NA,Adolescent Adult,Insomnia,149,SD,,NA,NA,Adolescent Adult,Insomnia,149,SD,suic
103,NA,NA,NA,Adult,Insomnia,140,SI,,NA,NA,Adult,Insomnia,140,SI,suic
103,NA,NA,NA,Adult,Insomnia,140,SI,NA,NA,NA,Adult,Insomnia,140,SI,case
103,NA,NA,NA,Adult,Insomnia,140,SI,NA,NA,NA,Adult,Insomnia,140,SI,othergrp
104,40,NA,NA,Adult,Insomnia,139,SA,NA,NA,NA,Adult,Insomnia,139,SA,othergrp
104,40,NA,NA,Adult,Insomnia,139,SA,,NA,NA,Adult,Insomnia,139,SA,suic
104,40,NA,NA,Adult,Insomnia,139,SA,8,NA,NA,Adult,Insomnia,139,SA,case
105,21,33.2,424.2,Adult,Time recording,136,SA,21,38.8,424.1,Adult,Time recording,136,SA,othergrp
105,21,33.2,424.2,Adult,Time recording,136,SA,,NA,NA,Adult,Time recording,136,SA,suic
105,21,33.2,424.2,Adult,Time recording,136,SA,21,47.2,433,Adult,Time recording,136,SA,case
106,21,49.4,377.1,Adult,Total sleep time,136,SA,21,92.5,355,Adult,Total sleep time,136,SA,case
106,21,49.4,377.1,Adult,Total sleep time,136,SA,21,42.5,358.3,Adult,Total sleep time,136,SA,othergrp
106,21,49.4,377.1,Adult,Total sleep time,136,SA,,NA,NA,Adult,Total sleep time,136,SA,suic
107,21,10,15.4,Adult,Sleep latency,136,SA,,NA,NA,Adult,Sleep latency,136,SA,suic
107,21,10,15.4,Adult,Sleep latency,136,SA,21,53.1,47.1,Adult,Sleep latency,136,SA,case
107,21,10,15.4,Adult,Sleep latency,136,SA,21,15.8,23.2,Adult,Sleep latency,136,SA,othergrp
108,21,31.2,31.7,Adult,Awake,136,SA,,NA,NA,Adult,Awake,136,SA,suic
108,21,31.2,31.7,Adult,Awake,136,SA,21,43.5,42.7,Adult,Awake,136,SA,othergrp
108,21,31.2,31.7,Adult,Awake,136,SA,21,97,50.9,Adult,Awake,136,SA,case
109,21,0.1,0.1,Adult,Awake,136,SA,,NA,NA,Adult,Awake,136,SA,suic
109,21,0.1,0.1,Adult,Awake,136,SA,21,0.1,0.1,Adult,Awake,136,SA,othergrp
109,21,0.1,0.1,Adult,Awake,136,SA,21,1.3,0.4,Adult,Awake,136,SA,case
110,21,12,12,Adult,Awake,136,SA,21,23.2,22.6,Adult,Awake,136,SA,othergrp
110,21,12,12,Adult,Awake,136,SA,21,30.9,19.2,Adult,Awake,136,SA,case
110,21,12,12,Adult,Awake,136,SA,,NA,NA,Adult,Awake,136,SA,suic
111,21,7.8,92.1,Adult,Sleep maintenance,136,SA,21,19.8,87.5,Adult,Sleep maintenance,136,SA,case
111,21,7.8,92.1,Adult,Sleep maintenance,136,SA,,NA,NA,Adult,Sleep maintenance,136,SA,suic
111,21,7.8,92.1,Adult,Sleep maintenance,136,SA,21,9.5,89.7,Adult,Sleep maintenance,136,SA,othergrp
112,21,8.3,88.8,Adult,Sleep efficiency,136,SA,,NA,NA,Adult,Sleep efficiency,136,SA,suic
112,21,8.3,88.8,Adult,Sleep efficiency,136,SA,21,8.2,84.7,Adult,Sleep efficiency,136,SA,othergrp
112,21,8.3,88.8,Adult,Sleep efficiency,136,SA,21,21.5,78.4,Adult,Sleep efficiency,136,SA,case
113,21,4,7.7,Adult,Stage 1,136,SA,,NA,NA,Adult,Stage 1,136,SA,suic
113,21,4,7.7,Adult,Stage 1,136,SA,21,4.2,6.7,Adult,Stage 1,136,SA,othergrp
113,21,4,7.7,Adult,Stage 1,136,SA,21,5.6,7.1,Adult,Stage 1,136,SA,case
114,21,9.6,60.8,Adult,Stage 2,136,SA,21,9.8,58.6,Adult,Stage 2,136,SA,othergrp
114,21,9.6,60.8,Adult,Stage 2,136,SA,21,9,60.2,Adult,Stage 2,136,SA,case
114,21,9.6,60.8,Adult,Stage 2,136,SA,,NA,NA,Adult,Stage 2,136,SA,suic
115,21,5.1,5.3,Adult,Stage 3 ,136,SA,21,6.5,6.4,Adult,Stage 3 ,136,SA,case
115,21,5.1,5.3,Adult,Stage 3 ,136,SA,21,5.6,7.3,Adult,Stage 3 ,136,SA,othergrp
115,21,5.1,5.3,Adult,Stage 3 ,136,SA,,NA,NA,Adult,Stage 3 ,136,SA,suic
116,21,5.3,3.2,Adult,Stage 4,136,SA,21,6.9,3.7,Adult,Stage 4,136,SA,othergrp
116,21,5.3,3.2,Adult,Stage 4,136,SA,,NA,NA,Adult,Stage 4,136,SA,suic
116,21,5.3,3.2,Adult,Stage 4,136,SA,21,5.9,4,Adult,Stage 4,136,SA,case
117,21,8.4,8.5,Adult,Delta,136,SA,,NA,NA,Adult,Delta,136,SA,suic
117,21,8.4,8.5,Adult,Delta,136,SA,21,11.5,10.4,Adult,Delta,136,SA,case
117,21,8.4,8.5,Adult,Delta,136,SA,21,10.1,11,Adult,Delta,136,SA,othergrp
118,21,23.4,86.3,Adult,REM,136,SA,21,28.8,758,Adult,REM,136,SA,case
118,21,23.4,86.3,Adult,REM,136,SA,,NA,NA,Adult,REM,136,SA,suic
118,21,23.4,86.3,Adult,REM,136,SA,21,32.1,85.7,Adult,REM,136,SA,othergrp
119,21,0.6,3.4,Adult,REM,136,SA,21,1,3,Adult,REM,136,SA,case
119,21,0.6,3.4,Adult,REM,136,SA,21,1,3.5,Adult,REM,136,SA,othergrp
119,21,0.6,3.4,Adult,REM,136,SA,,NA,NA,Adult,REM,136,SA,suic
120,21,4.8,22.7,Adult,REM,136,SA,21,7.7,23.5,Adult,REM,136,SA,othergrp
120,21,4.8,22.7,Adult,REM,136,SA,,NA,NA,Adult,REM,136,SA,suic
120,21,4.8,22.7,Adult,REM,136,SA,21,7.5,21.8,Adult,REM,136,SA,case
121,21,41.5,112.3,Adult,REM,136,SA,,NA,NA,Adult,REM,136,SA,suic
121,21,41.5,112.3,Adult,REM,136,SA,21,62.8,115.4,Adult,REM,136,SA,case
121,21,41.5,112.3,Adult,REM,136,SA,21,75.2,122.6,Adult,REM,136,SA,othergrp
122,21,25.5,79.9,Adult,REM,136,SA,,NA,NA,Adult,REM,136,SA,suic
122,21,25.5,79.9,Adult,REM,136,SA,21,55.2,62.6,Adult,REM,136,SA,othergrp
122,21,25.5,79.9,Adult,REM,136,SA,21,34.2,69.8,Adult,REM,136,SA,case
123,21,17.3,61.2,Adult,REM,136,SA,21,46.5,44.4,Adult,REM,136,SA,othergrp
123,21,17.3,61.2,Adult,REM,136,SA,21,25.1,49.3,Adult,REM,136,SA,case
123,21,17.3,61.2,Adult,REM,136,SA,,NA,NA,Adult,REM,136,SA,suic
124,21,0.4,1.3,Adult,REM,136,SA,21,0.4,1.4,Adult,REM,136,SA,othergrp
124,21,0.4,1.3,Adult,REM,136,SA,21,0.6,1.4,Adult,REM,136,SA,case
124,21,0.4,1.3,Adult,REM,136,SA,,NA,NA,Adult,REM,136,SA,suic
125,21,0.1,0.3,Adult,REM,136,SA,21,0.1,0.3,Adult,REM,136,SA,othergrp
125,21,0.1,0.3,Adult,REM,136,SA,21,0.1,0.3,Adult,REM,136,SA,case
125,21,0.1,0.3,Adult,REM,136,SA,,NA,NA,Adult,REM,136,SA,suic
126,21,9.4,20.9,Adult,REM,136,SA,,NA,NA,Adult,REM,136,SA,suic
126,21,9.4,20.9,Adult,REM,136,SA,21,9.7,21.7,Adult,REM,136,SA,othergrp
126,21,9.4,20.9,Adult,REM,136,SA,21,9.4,19,Adult,REM,136,SA,case
127,21,12.8,22.4,Adult,REM,136,SA,21,17.4,29.1,Adult,REM,136,SA,othergrp
127,21,12.8,22.4,Adult,REM,136,SA,21,17.7,26.8,Adult,REM,136,SA,case
127,21,12.8,22.4,Adult,REM,136,SA,,NA,NA,Adult,REM,136,SA,suic
128,21,0.4,1.1,Adult,REM,136,SA,21,0.4,1.3,Adult,REM,136,SA,othergrp
128,21,0.4,1.1,Adult,REM,136,SA,21,0.5,1.3,Adult,REM,136,SA,case
128,21,0.4,1.1,Adult,REM,136,SA,,NA,NA,Adult,REM,136,SA,suic
129,21,7.6,23,Adult,REM,136,SA,21,9,17.2,Adult,REM,136,SA,othergrp
129,21,7.6,23,Adult,REM,136,SA,21,12,25.4,Adult,REM,136,SA,case
129,21,7.6,23,Adult,REM,136,SA,,NA,NA,Adult,REM,136,SA,suic
130,21,16,28.6,Adult,REM,136,SA,21,19.4,36.8,Adult,REM,136,SA,case
130,21,16,28.6,Adult,REM,136,SA,,NA,NA,Adult,REM,136,SA,suic
130,21,16,28.6,Adult,REM,136,SA,21,17,22.3,Adult,REM,136,SA,othergrp
131,21,0.4,1.2,Adult,REM,136,SA,21,0.6,1.4,Adult,REM,136,SA,case
131,21,0.4,1.2,Adult,REM,136,SA,21,0.4,1.2,Adult,REM,136,SA,othergrp
131,21,0.4,1.2,Adult,REM,136,SA,,NA,NA,Adult,REM,136,SA,suic
132,21,11.4,28.1,Adult,REM,136,SA,21,11.3,25.4,Adult,REM,136,SA,othergrp
132,21,11.4,28.1,Adult,REM,136,SA,,NA,NA,Adult,REM,136,SA,suic
132,21,11.4,28.1,Adult,REM,136,SA,21,11.5,27.1,Adult,REM,136,SA,case
133,21,21.1,38.3,Adult,REM,136,SA,21,29.5,43.6,Adult,REM,136,SA,case
133,21,21.1,38.3,Adult,REM,136,SA,21,25.3,36.5,Adult,REM,136,SA,othergrp
133,21,21.1,38.3,Adult,REM,136,SA,,NA,NA,Adult,REM,136,SA,suic
134,21,0.4,1.3,Adult,REM,136,SA,21,0.7,1.5,Adult,REM,136,SA,case
134,21,0.4,1.3,Adult,REM,136,SA,,NA,NA,Adult,REM,136,SA,suic
134,21,0.4,1.3,Adult,REM,136,SA,21,0.4,1.4,Adult,REM,136,SA,othergrp
135,21,10,23.2,Adult,REM,136,SA,,NA,NA,Adult,REM,136,SA,suic
135,21,10,23.2,Adult,REM,136,SA,21,12.6,28.6,Adult,REM,136,SA,othergrp
135,21,10,23.2,Adult,REM,136,SA,21,9.6,20.8,Adult,REM,136,SA,case
136,21,21.8,33.2,Adult,REM,136,SA,,NA,NA,Adult,REM,136,SA,suic
136,21,21.8,33.2,Adult,REM,136,SA,21,28.9,44.9,Adult,REM,136,SA,othergrp
136,21,21.8,33.2,Adult,REM,136,SA,21,27.1,34,Adult,REM,136,SA,case
137,21,0.5,1.5,Adult,REM,136,SA,21,0.5,1.6,Adult,REM,136,SA,othergrp
137,21,0.5,1.5,Adult,REM,136,SA,21,0.6,1.5,Adult,REM,136,SA,case
137,21,0.5,1.5,Adult,REM,136,SA,,NA,NA,Adult,REM,136,SA,suic
138,21,252.3,625.6,Adult,REM,136,SA,21,442.6,645.3,Adult,REM,136,SA,case
138,21,252.3,625.6,Adult,REM,136,SA,21,489.4,623.1,Adult,REM,136,SA,othergrp
138,21,252.3,625.6,Adult,REM,136,SA,,NA,NA,Adult,REM,136,SA,suic
139,21,74.3,109,Adult,REM,136,SA,,NA,NA,Adult,REM,136,SA,suic
139,21,74.3,109,Adult,REM,136,SA,21,142.1,167.9,Adult,REM,136,SA,case
139,21,74.3,109,Adult,REM,136,SA,21,84.8,128.8,Adult,REM,136,SA,othergrp
140,21,127,157.1,Adult,REM,136,SA,21,121.7,107.3,Adult,REM,136,SA,othergrp
140,21,127,157.1,Adult,REM,136,SA,21,14.2,212.5,Adult,REM,136,SA,case
140,21,127,157.1,Adult,REM,136,SA,,NA,NA,Adult,REM,136,SA,suic
141,21,117.1,196.8,Adult,REM,136,SA,21,103,128.3,Adult,REM,136,SA,othergrp
141,21,117.1,196.8,Adult,REM,136,SA,21,178.8,212.3,Adult,REM,136,SA,case
141,21,117.1,196.8,Adult,REM,136,SA,,NA,NA,Adult,REM,136,SA,suic
142,21,159.8,215.8,Adult,REM,136,SA,21,137.5,202.8,Adult,REM,136,SA,othergrp
142,21,159.8,215.8,Adult,REM,136,SA,21,181.3,189.2,Adult,REM,136,SA,case
142,21,159.8,215.8,Adult,REM,136,SA,,NA,NA,Adult,REM,136,SA,suic
143,21,3.7,7.5,Adult,REM,136,SA,21,4.4,8.9,Adult,REM,136,SA,case
143,21,3.7,7.5,Adult,REM,136,SA,,NA,NA,Adult,REM,136,SA,suic
143,21,3.7,7.5,Adult,REM,136,SA,21,3.9,7.4,Adult,REM,136,SA,othergrp
144,21,4.3,5.4,Adult,REM,136,SA,21,4.3,7.7,Adult,REM,136,SA,case
144,21,4.3,5.4,Adult,REM,136,SA,21,4,6.2,Adult,REM,136,SA,othergrp
144,21,4.3,5.4,Adult,REM,136,SA,,NA,NA,Adult,REM,136,SA,suic
145,21,4.6,6.4,Adult,REM,136,SA,21,3.4,5.5,Adult,REM,136,SA,othergrp
145,21,4.6,6.4,Adult,REM,136,SA,,NA,NA,Adult,REM,136,SA,suic
145,21,4.6,6.4,Adult,REM,136,SA,21,5.3,8.4,Adult,REM,136,SA,case
146,21,3.9,7.1,Adult,REM,136,SA,21,5.7,8,Adult,REM,136,SA,case
146,21,3.9,7.1,Adult,REM,136,SA,21,3.1,6,Adult,REM,136,SA,othergrp
146,21,3.9,7.1,Adult,REM,136,SA,,NA,NA,Adult,REM,136,SA,suic
147,21,5.4,8.5,Adult,REM,136,SA,21,5.3,7.9,Adult,REM,136,SA,case
147,21,5.4,8.5,Adult,REM,136,SA,,NA,NA,Adult,REM,136,SA,suic
147,21,5.4,8.5,Adult,REM,136,SA,21,4.4,8.3,Adult,REM,136,SA,othergrp
148,21,4635.2,7382.1,Adult,REM,136,SA,,NA,NA,Adult,REM,136,SA,suic
148,21,4635.2,7382.1,Adult,REM,136,SA,21,4722.1,6802.6,Adult,REM,136,SA,case
148,21,4635.2,7382.1,Adult,REM,136,SA,21,3449.1,6765,Adult,REM,136,SA,othergrp
149,21,2286.2,3119.2,Adult,REM,136,SA,,NA,NA,Adult,REM,136,SA,suic
149,21,2286.2,3119.2,Adult,REM,136,SA,21,2243.1,2013.9,Adult,REM,136,SA,othergrp
149,21,2286.2,3119.2,Adult,REM,136,SA,21,3412.3,2048.2,Adult,REM,136,SA,case
150,21,1471.9,2281.5,Adult,REM,136,SA,21,946.2,1940.3,Adult,REM,136,SA,othergrp
150,21,1471.9,2281.5,Adult,REM,136,SA,,NA,NA,Adult,REM,136,SA,suic
150,21,1471.9,2281.5,Adult,REM,136,SA,21,1861.8,2318.8,Adult,REM,136,SA,case
151,21,857.5,1211.5,Adult,REM,136,SA,21,723.1,1118.4,Adult,REM,136,SA,case
151,21,857.5,1211.5,Adult,REM,136,SA,21,1123.2,1636.8,Adult,REM,136,SA,othergrp
151,21,857.5,1211.5,Adult,REM,136,SA,,NA,NA,Adult,REM,136,SA,suic
152,21,424.3,675.1,Adult,REM,136,SA,,NA,NA,Adult,REM,136,SA,suic
152,21,424.3,675.1,Adult,REM,136,SA,21,599.7,54.5,Adult,REM,136,SA,case
152,21,424.3,675.1,Adult,REM,136,SA,21,588.6,864.9,Adult,REM,136,SA,othergrp
153,21,15.1,25.1,Adult,REM,136,SA,,NA,NA,Adult,REM,136,SA,suic
153,21,15.1,25.1,Adult,REM,136,SA,21,13.5,24.7,Adult,REM,136,SA,othergrp
153,21,15.1,25.1,Adult,REM,136,SA,21,16.1,26.5,Adult,REM,136,SA,case
154,21,23.4,37.5,Adult,REM,136,SA,21,18.1,27.6,Adult,REM,136,SA,othergrp
154,21,23.4,37.5,Adult,REM,136,SA,,NA,NA,Adult,REM,136,SA,suic
154,21,23.4,37.5,Adult,REM,136,SA,21,23,34.3,Adult,REM,136,SA,case
155,21,17.6,29,Adult,REM,136,SA,21,21.3,30.5,Adult,REM,136,SA,case
155,21,17.6,29,Adult,REM,136,SA,21,17,30.9,Adult,REM,136,SA,othergrp
155,21,17.6,29,Adult,REM,136,SA,,NA,NA,Adult,REM,136,SA,suic
156,21,11.5,17.7,Adult,REM,136,SA,21,17.6,26.1,Adult,REM,136,SA,othergrp
156,21,11.5,17.7,Adult,REM,136,SA,21,11.4,18.9,Adult,REM,136,SA,case
156,21,11.5,17.7,Adult,REM,136,SA,,NA,NA,Adult,REM,136,SA,suic
157,21,9.6,13.7,Adult,REM,136,SA,,NA,NA,Adult,REM,136,SA,suic
157,21,9.6,13.7,Adult,REM,136,SA,21,9.5,12.5,Adult,REM,136,SA,case
157,21,9.6,13.7,Adult,REM,136,SA,21,11.6,15.3,Adult,REM,136,SA,othergrp
158,21,0.6,1.5,Adult,REM,136,SA,,NA,NA,Adult,REM,136,SA,suic
158,21,0.6,1.5,Adult,REM,136,SA,21,1.3,1.5,Adult,REM,136,SA,case
158,21,0.6,1.5,Adult,REM,136,SA,21,0.4,1,Adult,REM,136,SA,othergrp
159,NA,NA,NA,Adult,Insomnia,135,SA,NA,NA,NA,Adult,Insomnia,135,SA,case
159,NA,NA,NA,Adult,Insomnia,135,SA,NA,NA,NA,Adult,Insomnia,135,SA,othergrp
159,NA,NA,NA,Adult,Insomnia,135,SA,,NA,NA,Adult,Insomnia,135,SA,suic
160,NA,NA,NA,Adult,Nightmares,135,SA,NA,NA,NA,Adult,Nightmares,135,SA,case
160,NA,NA,NA,Adult,Nightmares,135,SA,NA,NA,NA,Adult,Nightmares,135,SA,othergrp
160,NA,NA,NA,Adult,Nightmares,135,SA,,NA,NA,Adult,Nightmares,135,SA,suic
161,NA,NA,NA,Adult,Insomnia,135,SA,,NA,NA,Adult,Insomnia,135,SA,suic
161,NA,NA,NA,Adult,Insomnia,135,SA,NA,NA,NA,Adult,Insomnia,135,SA,othergrp
161,NA,NA,NA,Adult,Insomnia,135,SA,NA,NA,NA,Adult,Insomnia,135,SA,case
162,NA,NA,NA,Adult,Nightmares,135,SA,,NA,NA,Adult,Nightmares,135,SA,suic
162,NA,NA,NA,Adult,Nightmares,135,SA,NA,NA,NA,Adult,Nightmares,135,SA,case
162,NA,NA,NA,Adult,Nightmares,135,SA,NA,NA,NA,Adult,Nightmares,135,SA,othergrp
163,NA,NA,NA,Adult,Insomnia,113,Suicidality,NA,NA,NA,Adult,Insomnia,113,Suicidality,othergrp
163,NA,NA,NA,Adult,Insomnia,113,Suicidality,,NA,NA,Adult,Insomnia,113,Suicidality,suic
163,NA,NA,NA,Adult,Insomnia,113,Suicidality,NA,NA,NA,Adult,Insomnia,113,Suicidality,case
164,NA,NA,NA,Adult,Nightmares,113,Suicidality,NA,NA,NA,Adult,Nightmares,113,Suicidality,othergrp
164,NA,NA,NA,Adult,Nightmares,113,Suicidality,NA,NA,NA,Adult,Nightmares,113,Suicidality,case
164,NA,NA,NA,Adult,Nightmares,113,Suicidality,,NA,NA,Adult,Nightmares,113,Suicidality,suic
165,NA,NA,NA,Adult,Insomnia,108,Suicidality,NA,NA,NA,Adult,Insomnia,108,Suicidality,case
165,NA,NA,NA,Adult,Insomnia,108,Suicidality,NA,NA,NA,Adult,Insomnia,108,Suicidality,othergrp
165,NA,NA,NA,Adult,Insomnia,108,Suicidality,,NA,NA,Adult,Insomnia,108,Suicidality,suic
166,NA,NA,NA,Adult,Total sleep time,108,Suicidality,,NA,NA,Adult,Total sleep time,108,Suicidality,suic
166,NA,NA,NA,Adult,Total sleep time,108,Suicidality,NA,NA,NA,Adult,Total sleep time,108,Suicidality,case
